niche_id,niche_name,domain_name,area_name,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
tax_audit__ai_tax_firm_freelancers,自由工作者的 AI 原生稅務事務所,財務、法務與法遵,稅務與審計,5.59,6,6,4,7,5,8,5,0.6,15.0,30,,2025-26 年的模型推理能力讓有引註依據的稅務立場可靠到能當服務銷售，而「AI 原生服務」這套劇本在 2026 年 8 月被正式命名為一場創投運動（Newcomer／Emerg
insurance_ops__fnol_cat_surge,初報案語音代理與巨災尖峰量能,財務、法務與法遵,保險營運,5.59,5,8,5,6,4,8,7,0.5,6,25,語音跨過可用門檻,次秒級、可容忍插話的語音模型在過去約 12 個月內達到可上線水準（依 2026 年語音技術堆疊的轉變），首度讓高風險的初報案通話變得可行，同時氣候損失
hr_workforce_ops__employment_ai_compliance,HR 部署者的就業 AI 法遵維運,人才、人資與工作,人資作業與人力管理,5.59,3,9,6,6,5,6,9,0.55,1.5,15,歐盟《AI 法案》上路; 美國各州 AI 立法,涵蓋招募、升遷／解僱、工作分派與績效監控的歐盟《AI 法案》高風險規範已於 2026 年 8 月 2 日開始適用——掃描當下上路僅三週——再疊加紐約市 LL144
diagnostics_clinical_ai__clinical_ai_evals,臨床 AI 評測與監控基礎設施,醫療與健康照護,診斷與臨床決策 AI,5.59,1,9,7,6,6,9,7,0.5,0.3,25,,2025-26 年環境式／分流 AI 大規模部署，加上 SB 1120 式的法定定期準確度審查，在過去約 12 個月內創造出一條由法遵驅動的評測預算科目。
drug_discovery__biostats_verification,臨床生物統計驗證即服務,科學與生技,藥物探索與開發,5.59,4,6,8,5,5,8,7,0.4,3,25,,Opus-5 等級模型宣稱的優勢在於驗證／迭代（2026 年 7 月），使雙重程式設計等級的檢核能以軟體成本達成——這在 2026 年之前並不可信。
ai_soc__agent_identity_gov,AI 代理身分與憑證治理,資安、詐防與信任,AI 資安維運,5.59,4,9,4,5,7,8,7,0.5,2.5,25,MCP 標準化,MCP 在 2026 年 7 月 28 日轉為無狀態，並改用 Client-ID-Metadata-Documents，而委派／驗證（DPoP、Workload Identity Federation）已排入藍圖但尚未推
securing_ai__agent_action_authz,代理行為授權與稽核控制平面,資安、詐防與信任,AI 與代理防護,5.59,3,9,4,6,7,8,7,0.55,1.5,25,歐盟《AI 法案》上路,歐盟《AI 法案》(EU AI Act) 高風險規範於 2026 年 8 月 2 日生效（含日誌與人工監督義務），時間點正好碰上代理群大量進入正式環境，而 IAM 既有業者陸續整併（2026 年 Astrix→Cisco
fraud_identity__hiring_imposter_screening,遠距招募的冒名求職者篩查,資安、詐防與信任,詐騙、深偽與身分驗證,5.59,4,8,5,7,6,5,7,0.45,3.0,25,深偽與信任危機,Pindrop 指出目前每 343 名求職者就有 1 名是北韓的假身分人員，GetReal 則表示受訪企業中有 41% 在不知情下聘用了冒名者；Gartner 引用的資料指出 62% 的組織面臨
physical_world_os__vlm_camera_copilot_smb,中小企業設施的 VLM 攝影機輔助工具,機器人與實體 AI,實體世界營運系統,5.59,6,7,3,7,4,9,6,0.6,15.1,15,,2025-26 年的長脈絡影片 VLM 讓開放詞彙的攝影機查詢不必訓練客製偵測器就能做到，把成本底線壓到大型企業既有業者的價格帶之下。
manufacturing_engineering__work_instruction_generation,由 CAD 生成 AI 作業指導書,垂直產業（建築與商業）,製造與工業工程,5.59,3,7,6,7,5,8,7,0.5,2,15,關稅與生產回流,2025-26 年多模態模型已能把 CAD／PDF 製程資料與影片解析成逐步視覺化指導書，正好對上回流設廠（CHIPS 相關投資 >$630B、約 500k 個職缺）大量招募新
agriculture_food__foodsafety_traceability_docs,食品安全與溯源文件代理,垂直產業（建築與商業）,農業與食品供應,5.59,4,7,5,7,6,7,6,0.55,4,15,,FDA 的 FSMA 204 溯源規則（依 FDA 2025 年公告，合規期限從 2026 年 1 月延後約 30 個月至約 2028 年 7 月——本次未重新查證此延期）讓每一家受規範企業都有明確期限
education__trade_school_ops,技職學校與學徒制營運平台,垂直產業（建築與商業）,教育與培訓機構,5.59,3,7,7,7,6,7,5,0.4,1.5,15,勞動力短缺,受電工／空調缺工（資料中心大興土木）帶動，技職招生正大幅成長，而 2024-25 年的 LLM 讓補助文件自動化變得可行，這個區隔卻仍只被通用型大學
fintech_banking__loan_review_copilot,社區銀行貸放覆審輔助工具,垂直產業（建築與商業）,銀行、放貸與財富管理,5.59,5,5,7,5,6,7,7,0.4,8,30,推論價格崩跌,1M token 脈絡在 $0.14/Mtok 的價格（DeepSeek V4 Flash，2026 年 4 月 24 日），讓整本貸放組合的批次重新核貸在經濟上變得微不足道，且未發現有 AI 原生業者為社區銀行做持續貸
consumer_health__patient_bill_advocate_agent,病患帳單稽核與慈善醫療代理,消費者 AI,個人健康與教練,5.57,7,7,4,6,6,7,7,0.65,20,30,語音跨過可用門檻,接近真人水準的語音輪替於 2026 年 1 月以商品化成本問世（Tavus Sparrow-1，中位延遲 55ms，相對於約 1.5s），首度讓等待轉接的電話工作——而非信件撰寫——在經濟上可自動化
audio_music__royalty_metadata_ops,代理式版稅與權利中繼資料維運,創意與娛樂,音樂與音訊,5.57,4,7,6,6,8,8,6,0.55,4.0,35,,在雜亂權利中繼資料上做大型語言模型等級的實體解析，於 2024-25 年已達可靠水準；而 2026 年機器生成上架作品的洪流（截至 2026 年 7 月 21 日，Deezer 新上架作品逾 50% 為 AI 生成）正在
audio_music__owned_commercial_music,場館與零售用免授權 AI 音樂,創意與娛樂,音樂與音訊,5.57,4,6,5,9,5,8,7,0.5,3.0,20,,已取得授權的生成式音樂模型在過去 12 個月內商用化（Suno 與 Warner 於 2025 年 11 月達成 $500M 和解、Suno-BMG 於 2026 年 8 月授權、ElevenLabs Music 於 2
dev_knowledge__legacy_knowledge_extraction,舊系統知識復原,軟體開發與開發者工具,開發文件與新人上手,5.54,7,8,4,3,6,8,7,0.5,25,60,人口高齡化; 推論價格崩跌,便宜的 1M token 脈絡模型（DeepSeek V4，2026 年 4 月）加上前沿驗證能力（Stripe 的 50M 行遷移「從數月壓縮到數天」，2026 年 6 月），讓整套系統群的理解在經濟上變得可行
agent_orchestration__agent_fleet_finops,代理機隊的 Token FinOps 與路由,AI 代理基礎設施,代理編排與多代理系統,5.54,3,9,5,8,5,5,7,0.5,1.5,10,推論價格崩跌,代理密集團隊的 AI 帳單正成為一條被點名的預算項目——Every 回報 AI 成本上升 230%（2026 年 8 月）——而 2026 年中的價格戰（Opus 5 成本減半、DeepSeek V4 Flash $0.
browser_computer_use__deterministic_replay_compiler,代理執行的確定性重播編譯器,AI 代理基礎設施,瀏覽器與電腦操作設施,5.54,3,8,7,7,5,4,8,0.5,1.5,15,電腦操作成本大降; 推論價格崩跌,確定性重播工具直到 2026 年 4-6 月才出現（Libretto 4/15、Intuned 6/8），因為電腦操作代理此時才可靠到足以被錄製。
agent_hosting__agent_fleet_finops,正式環境代理機隊的 Token FinOps,AI 代理基礎設施,代理部署與託管,5.54,3,9,5,8,5,5,7,0.5,1.5,15,,AI 代理機隊的 AI 支出在 2026 年成為獨立的預算項目——Every 回報 AI 成本暴增 230%（2026 年 8 月），而一人經營的 AI 代理機隊公司（Monologue）讓 token 支出成為主要 C
local_edge_models__ondevice_privacy_vertical_apps,隱私法規職業的裝置端應用,模型與運算,本機、邊緣與裝置端 AI,5.54,5,7,4,8,4,6,7,0.55,5,12,語音跨過可用門檻,macOS 26 原生語音 API 以 3 倍速度勝過 Whisper-Small（2026 年 7 月），加上 Kitten／Qwen3-TTS 等級的本地語音堆疊，讓單一開發者就能推出具認證的全離線擷取產品。
applied_voice__voice_fraud_defense,客服中心語音詐騙防禦,語音與通訊,各產業語音代理應用,5.54,3,9,5,5,7,8,7,0.5,2.5,25,語音跨過可用門檻; 深偽與信任危機,2026 年語音複製詐騙潮，加上 Mercor 4TB 語音樣本外洩事件（2026 年 4 月）讓聲紋成為攻擊面；替換需求正形成一條全新的預算科目。
tax_audit__small_firm_audit_agents,區域型事務所的查核外勤代理,財務、法務與法遵,稅務與審計,5.54,7,6,4,5,6,8,5,0.5,30.0,40,勞動力短缺,代理式多步驟文件查驗在 2025-26 年變得可靠（Fieldguide 推出具名查核代理；DataSnipper 的 DocuMine 入選 TIME 2025 榜單），同時會計師人才短缺持續擠壓
procurement_supply__reshoring_supplier_qual,轉換供應來源的供應商探索與認證,營運與後台自動化,採購與供應商管理,5.54,4,8,5,6,5,8,7,0.45,3,20,關稅與生產回流,2025 年的製造回流調查把供應商 TCO 分析列為第 2 優先事項，而 2025-26 年的關稅制度讓「這個 SKU 該不該移」變成每週更新的持續性決策（F2 前沿檔案）。
construction__sub_backoffice,小型分包商的 AI 後台作業,垂直產業（建築與商業）,營建與工程,5.54,6,5,4,7,6,7,5,0.5,15,20,,代理式文件處理的準確度（2024-25）終於能端到端處理雜亂的請款與留置權拋棄文件；Adaptive 在中型市場的成績驗證了模式，而年營收低於 $5M 的公司仍無人服務。
gaming_3d__port_migration_agents,AI 輔助遊戲移植與引擎遷移,創意與娛樂,遊戲與 3D 世界,5.52,4,6,8,5,7,8,7,0.45,3.0,50,軟體開發成本降十倍; 長時程代理成熟,長時程程式撰寫代理在 2026 年已有能力執行跨檔案的機械性遷移，正好碰上 Switch 2 大量舊作移植潮與 Unity 強制 LTS 升級的更替——機械性工作
outcome_marketplaces__channel_owned_agent_market,公協會自營的垂直 AI 代理市集,AI 原生商業模式,成果市集與接案平台,5.52,4,8,7,4,8,7,8,0.45,3,40,,垂直、由通路方掌控的代理市集（而非通用型市集）行得通的證據，全在 2026 年年中出現：Eltropy 的信用合作社市集（7 月 28 日）、HubSpot Agent Hub（8 月 1 日），以及
datacenter_energy_hw__ramp_rate_power_quality,AI 叢集爬升率與電能品質證明,AI 硬體與裝置,資料中心與能源基礎設施,5.52,3,8,7,6,6,7,9,0.5,1.5,40,,GW 級 AI 訓練的負載擺盪被點名為大停電風險（SemiAnalysis，2025 年 6 月），Eaton 在 2025 年 9 月出貨突波偵測硬體，到 2026 年初（Data Centre Magazine，20
devops_sre__gpu_utilization_optimization,GPU 機隊使用率與成本最佳化,軟體開發與開發者工具,DevOps 與事故處理,5.49,6,9,4,5,5,7,6,0.55,10,30,,GPU 囤積與 95% 閒置率在 2026 年 1 月被公開量化（Cast AI 報告），同時超大規模業者 2026 年 AI 資本支出躍增約 80%——浪費如今已是董事會層級的項目。
specialized_models__domain_world_models,領域微調世界模型,模型與運算,小型與領域專用模型,5.49,2,8,8,4,7,6,9,0.45,0.5,40,機器人基礎模型問世,NVIDIA 開源 SANA-WM（2.6B，互動式 720p，2026 年 5 月），讓種子階段團隊也能訓練領域世界模型，而 World Labs 在 2026 年 7 月推出 R2S2R 機器人訓練世界，驗證了商
sales_automation__smb_inbound_ai_seller,中小企業全週期進站 AI 銷售員,銷售、行銷與客服,銷售代理與營收自動化,5.49,7,7,3,7,4,7,5,0.55,30,15,語音跨過可用門檻,2025-26 年的推理＋語音模型讓端到端資格確認變得可信——Vercel 用一位兼職工程師六週打造的代理，取代了 10 位進站 SDR 中的 9 位（2025 年 11 月）
support_cx__regulated_vertical_agents,受監管產品的法遵支援代理,銷售、行銷與客服,客服與顧客體驗,5.49,8,7,3,5,6,7,4,0.6,40,30,,Salesforce 以約 $3.6B 收購 Intercom/Fin（2026 年 6 月），以及按解決件數計價走向制度化（Salesforce 2026 年 6 月、Deloitte 收入認列指引 2026 年 6 
compliance_grc__fincrime_ops_agents,金融犯罪法遵維運代理,財務、法務與法遵,法遵、GRC 與 AI 治理,5.49,9,6,3,4,6,8,4,0.5,206,40,,2024-2025 年的大型語言模型讓分析師級的敘述與佐證工作得以自動化，而 2024 年以來針對贊助銀行／BaaS 的執法行動也推高了金融科技法遵預算——但窗口已被消耗 2 年以上
recruiting_talent__intl_clinician_pipeline,國際醫護招募流程自動化,人才、人資與工作,招募與人才,5.49,4,8,7,5,6,7,5,0.5,3,30,勞動力短缺,2024-25 年的文件理解模型讓跨法域的資格與簽證文書得以自動化，恰逢疫後護理人力短缺（全球 5.8M 人，ICN 2026 年 5 月）迫使各醫療體系向海外尋才
learning_upskilling__nurse_educator_leverage,護理教育的 AI 臨床模擬教學,人才、人資與工作,企業訓練與技能升級,5.49,5,8,5,5,6,7,6,0.5,8,30,語音跨過可用門檻,"語音＋視覺模型在 2025 年跨過臨床對話的可信門檻，恰逢護理師資出缺危機（1,588 個職缺）使得吞吐量、而非教材內容，成為真正的限制條件。"
rcm_prior_auth__payer_um_audit_trail,支付方使用審查法遵稽核軌跡,醫療與健康照護,營收循環、帳務與事前授權,5.49,3,9,8,3,7,7,7,0.45,1.5,60,,SB 1120 於 2025 年 1 月生效，且多州在 2025-26 年提出仿效法案，使醫師簽核本身成為法遵文件（f2 需求轉移簡報）；目前尚無 AI 原生的業務紀錄系統
materials_climate_sci__formulation_copilot,特用化學品的配方研發輔助工具,科學與生技,材料、化學與地球科學,5.49,6,5,5,6,6,7,5,0.4,10,25,,2024-25 年的多模態大型語言模型首次讓手寫／PDF 舊實驗筆記的資料萃取變得可行，而既有業者（Citrine、Uncountable）鎖定大型企業，使中小型配方廠仍未被服務
robot_software__real2sim_environment_service,掃描轉模擬訓練環境服務,機器人與實體 AI,機器人軟體、機隊與模擬,5.49,2,8,6,7,5,7,8,0.45,0.6,25,機器人基礎模型問世,World Labs 推出公開 World API（2026-01-21）與 R2S2R 機器人訓練世界（2026-07-28），讓擬真環境生成從需要繪圖團隊變成一次 API 呼叫。
defense_ai__export_control_classification,AI 出口管制與軍民兩用分類,國防、太空與政府,國防與國安 AI,5.49,3,8,6,7,5,7,6,0.5,1.5,15,,重整軍備（€800B ReArm，2025 年 3 月）加上美歐收緊軍民兩用清單，代表每家新的無人機／AI 新創公司在第一筆海外銷售就會撞上出口管制，而 2025 世代的推理模型現在已能貫通美國
outcome_marketplaces__per_filing_licensing_firm,按件計價的執照與許可申辦公司,AI 原生商業模式,成果市集與接案平台,5.47,5,6,6,7,6,7,6,0.5,6,25,,AI 原生服務（AINS）的打法——聘請持照專業人員、搭配 AI、銷售成果——到 2026 年 8 月 19 日已成為有名稱、由創投推動的運動，Crosby 也把法律工作定價為
agent_orchestration__workflow_versioning_rollback,代理工作流程版控、重放與回滾,AI 代理基礎設施,代理編排與多代理系統,5.44,2,8,7,7,5,7,6,0.45,0.5,15,,Anthropic 在 2026 年 8 月對 Claude Code 進行 A/B 測試的降低投入，讓團隊發現連廠商層都無法信任其穩定性，加上模型更替頻繁（GPT-5.6 與 Opus 5 都在 2026 年中），使得
finetuning_specialization__domain_world_models,模擬用的領域微調世界模型,模型與運算,微調與模型特化,5.44,2,8,8,5,6,6,8,0.5,0.5,40,機器人基礎模型問世,NVIDIA 於 2026 年 5 月 16 日開源 SANA-WM（2.6B，1 分鐘互動式 720p）——首個能以種子階段預算訓練的開源世界模型——而 World Labs 也在 2026 年 7 月 28 日推出機
llm_evals__annex3_conformity_eval_evidence,歐盟《AI 法案》評測佐證流程,資料、評測與 AI 品質,大型語言模型評測機制,5.44,3,10,4,5,6,7,9,0.5,2.0,30,歐盟《AI 法案》上路,歐盟《AI 法案》高風險制度已於 2026 年 8 月 2 日上路——就在這次掃描的三週前——使評測佐證對每一個涉及歐盟的人資科技、教育科技、放貸與保險 AI 系統都成為法定義務。
